review_id,book_id,title,author_id,name,user_id,rating,review_text,language,n_votes,date_added,review_len_words
4ab4ba800f89dda7412145a9b287288c,2973903,Witches,889499,Kathryn Meyer Griffith,d02c2b7bebf2c99f0f16d365425575c9,4,"WITCHES  Author: Kathryn Meyer Griffith  Type of Book: Audiobook - Unabridged  Narrator: Erica L. Risberg  Length: 10 hours, 50 minutes  Genre: Paranormal Fiction  Release Date: May 31, 2013  Rating: 3.5 out of 5 stars  * I received a free copy of this audiobook from the author in exchange for an honest review.  Two witches living in the same town several centuries apart.  It is the 1700s and Rachel Cox is the talk of the town. They say she is a witch and they whisper whenever she walks by. It is a terrifying time to be accused of witchcraft. Witch hunts and burning at the stake are common.  Amanda is a modern day white witch. She is grieving the loss of her husband Jake and is just starting to try to figure out how to live without him.  There has been talk locally about a satanic cult practicing in the area. When murders begin happening the residents of the small town are scared. And, as always, scared people act irrationally. They start looking for someone to blame and despite living there for ten years, they chose her as their target.  Amanda must decide whether to permanently leave the house she loves and abandon the townspeople to the evil in their midst or whether to stay and fight to protect the town despite their hatred towards her.  This is a story of good vs. evil, but is also a tale of prejudice and the fact that people tend to fear anything or anyone they do not understand.  The author does a terrific job of incorporating the supernatural into the modern world. She also weaves history with present day.  The narration of this book was not as good as I had hoped. Much of the delivery is in monotone and the different characters do not have distinct voices. The voice used for Rebecca's familiar (a mouse) was horrible and it was weirdly similar to the voice used for the character of Sebastian. However, there are stretches of time where the narration is very good. This is just a personal observation. I recommend listening to this book yourself and making up your own mind about the narration.  I rate this book as 3.5 out of 5 stars.  ABOUT THE AUTHOR:  Kathryn Meyer Griffith is the author of twenty-two published novels as well as novellas and short stories.  To learn more about her visit http://www.goodreads.com/author/show/...  To read more of my reviews visit http://amiesbookreviews.wordpress.com",eng,0,Thu Apr 23 15:35:53 -0700 2015,408
34714258a3f62cdee0b1f4537fc41c66,18167456,My Mother's Secret,6984955,J.L. Witterick,22a4c057774e68fe91cba10fa2ea223d,5,A very short book about the Holocaust and living to tell about it. Excellent read.,eng,0,Mon Jun 29 01:19:04 -0700 2015,15
6875b57af150dc30e884fee4215bce0f,22557272,The Girl on the Train,1063732,Paula Hawkins,ad49502fb97f76f53037e101894d6000,5,"While not as shocking as Gone Girl, I thought The Girl on the Train was messier, in a good way. No one was \"cool\", no one was a \"seductress.\" Everyone was messed up and that whole middle-class, picket fence dream life played a big part.  Also, I Iistened to this as an audiobook and the decision to have different actresses voice the point of views was a smart one. Really added to the mystery!",eng,1,Wed May 13 17:04:15 -0700 2015,74
cdd118481c7acb4ecd6c306314c6b54d,673509,Crush,360816,Carrie Mac,aca760854b57ce2ec981df32e46dc96c,3,"a very light, sweet intro to GLBT literature. It's so sweet and really shows the struggle of Hope as she tries to understand what it all means. and how nature it is and how sweet love is.  I will pass this on to my teen",eng,0,Thu May 17 11:31:47 -0700 2012,45
4e5ef317d0aa30375e516384fe2c87b2,1350798,The Fifth Favor,180733,Shelby Reed,f34bee20225e72fe9cb4c1b6ec60856c,5,I LOVED this book. So much.,eng,1,Thu Jan 02 23:40:35 -0800 2014,6
5b51d78cf6e7015c691443230e958d74,13206828,"Cress (The Lunar Chronicles, #3)",4684322,Marissa Meyer,80d46ada8b37fcd2738d99e9b9e2e749,5,"LOVED IT!! But I wish I would have waited to read it! Now I have to wait till 2015 till the next book comes out! Ugh!!! Loved the way that Scarlet, Cinder, & Cress's stories all intertwine so amazingly...really great series.",eng,0,Tue Sep 10 10:14:30 -0700 2013,41
a4cc24bfd413c65a76d4e93cff999586,22544091,"Stealing Rose (The Fowler Sisters, #2)",5934418,Monica  Murphy,592111d89282f9767e6220fe99dee235,5,"WOW! The sexiest, most exciting, fascinating, captivating, compelling book I have read so far this year, and probably the best New Adult book I have ever read! It's a simple and very complicated story, with the best character development I have seen in ages, if not ever. Expect the unexpected. I'm in love with STEALING ROSE! Monica Murphy is a genius! Just read it!",eng,0,Thu Feb 26 08:07:14 -0800 2015,64
6171ba7444dedd5e9428bd2f3a6d7a09,7679810,The Way We're Working Isn't Working: The Four Forgotten Needs That Energize Great Performance,21091,Tony Schwartz,9bc7c61ca978605f1eb185c6ea9ad629,5,"AMAZING Book.  If you work in a corporation, you HAVE to read this book. It'll make you MUCH more efficient at work, and MUCH happier in life.  Tony Schwartz has been doing the \"Energy Project\" research for over 10 years. He published 2 previous books. He consulted for top CEOs from around the world. And at the end of all that, he compiled this amazing book that brings Academic Research & Behavior Psychology in one hand, and then very practical long-term tried practices from the offices of top Managers in the world.  Every chapter is a pleasure to read and is immensely useful. And when Tony doesn't feel the science is clear about something, he says that clearly. (e.g. the chapter about Nutrition, he started by saying it's a wasp's nest). No hand waving.",en-us,0,Tue Sep 11 08:35:22 -0700 2012,134
0bf3b065125f5a9e9eaae599a8fc01dd,27311375,Her Rancher Bodyguard (Martin's Crossing #5),1144373,Brenda Minton,ea66f8ddbe8014cb36ccd1419596fe32,5,This is an excellent book!!! I loved reading every minute of it.,eng,0,Sun Apr 24 23:23:16 -0700 2016,12
3acc6ec8c9978398048eb37017b35c09,7793271,Dancing with Mr. Darcy: Stories Inspired by Jane Austen and Chawton House,25334,Sarah Waters,e745b77bedb4c9832951ee39d318b1db,2,"I wanted to love these stories, but I found myself skimming them and bored by them. Maybe just a case of wrong book at the wrong time.",en-us,0,Tue May 31 18:23:21 -0700 2011,27
1af9b805fc6b349572928e6e10539953,333907,Fatal Vision,151324,Joe McGinniss,16192eff553446517d6d72c8ea6cc5df,3,"Engaging story about an \"All-American\" man who is accused of killing his family. Set and written in the late 70s/early 80s. Shows its age in some ways, though the casual sexism of some of the characters does not go unanalyzed; in fact, it contributes to a picture of the role misogyny played in the crimes and the investigation of them.  Some of the psychological analysis feels quaint -- and a little too lengthy -- but generally feels like a realistic of the long, drawn-out process of investigation and trial for murder, without (very often) feeling too slow. In spite of its length, I genuinely wondered about the innocence of the main character til the end. Enjoyed the device early in the book of two parallel stories: the background and history from the point of view of the pro/antagonist leading up to the crime, and the investigation after the fact.",eng,0,Sun Mar 13 12:56:52 -0700 2016,149
bebacb429c445570c83b61948cc9bf7c,6050298,"Dreamfever (Fever, #4)",48206,Karen Marie Moning,15f11695b45e4aed619a440fc0283cd4,5,"I love this series! This book goes beyond the other 3 because in the other three Mac was pink and thinking about her wardrobe and nails, she is now black and thinking about revenge and survival. Plus, after the last book ended with the 3 unseelie princes I honestly didn't think there would be a Mac. I liked Monings way of having Mac and Barrons \"come\" together without really having it have to affect the relationship. Like her books before, I am dying to know what comes next. This one ends in a horrible fashion I am pretty sure I would prefer Mac \"being\" with the unseelie princes as long as Barrons can take care of her than facing what she faced in the end of this book-of course we aren't sure of the who, but we know the what and the what is pretty bad!",en-us,0,Mon Nov 15 11:38:12 -0800 2010,146
c869cb78ca089917e26a3b3c59856224,12716010,"Rapture (Fallen, #4)",2905297,Lauren Kate,30b27fe3e59ab850e93f8e20a7a60590,3,"Not my favorite book of the series, but Rapture wraps the trilogy up nicely. I had a difficult time getting into the beginning, but enjoyed the end. I had guessed part of \"the big reveal\" but there was still an important half to it that I did not see coming.",eng,0,Mon Nov 14 13:44:52 -0800 2011,50
7c2062142fdae99bade61cffe8b807b3,6380915,Cure For The Common Life,2737,Max Lucado,3872367760efe18e4b69b220498c2bd6,4,Absolutely worth reading! See for yourself.,eng,0,Sun May 02 14:28:25 -0700 2010,6
d299b28f6790a19a5f6f4538875cb396,7857656,The Widower's Tale,9972,Julia Glass,2b479631145078759656f4f07b8ceb80,1,"I am not sure how this book received such high marks -- it was bogged down by tons of expository text and unnecessary details. When I was only 11% of the way through, I felt like I should have been at 80%! I finally managed to read the whole thing, but it was cumbersome and dreary.",en-us,0,Tue Feb 15 19:42:16 -0800 2011,56
7eb0407d399d22ea281b3be89df4aad5,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1077326,J.K. Rowling,b59ddf2d882d2d8a78213895be19f09b,5,Harry Potter and the Deathly Hallows is one of the best out of the series. It's a really great book and I think it's good for all ages.,eng,0,Thu Oct 18 18:09:57 -0700 2012,28
f1a9c654f5610d8aa1fb981ff6a5ac0f,12979157,Invincible Microbe: Tuberculosis and the Never-Ending Search for a Cure,20468,Jim  Murphy,97e2ce2141fa1c880967d78aec3c14fa,4,A history of tuberculosis told in shocking details and facts. Murphy's writing is perfection when it comes to the world of children's nonfiction. It is easy to comprehend and incorporates stories from real people who struggled with the illness which gives the information a human touch as opposed to straight research information that comes across as dry and unappealing to readers of all ages. Information is supported by numerous photos of good quality. I learned so much about this disease including the fact that the fight isn't over. Tuberculosis continues to evolve and doctors the world over work hard to develop treatments. Recommended for grades 6-8.,eng,0,Mon Aug 20 16:25:15 -0700 2012,106
da95f334941b172a1ded925c910faee0,13206828,"Cress (The Lunar Chronicles, #3)",4684322,Marissa Meyer,6c4b593e922ee27da47333311ac35ab5,4,"With Scarlet I'd initially disliked that new characters were being added while rarely going bak to old ones (ie I started mad core shipping Scarlet and Wolf instead of shipping Cinder and Kai because they took a whole other book to finally get a chance to be in the same room together again) but I really enjoyed meeting Cress and Thorne. An of course I ship them too now. I'm starting to feel like there's a theme happening here.  Regardless, good solid book, good solid characters, keen for the next one to come out. Wishing that Scarlet and Wolf could be united already because he is my bby and it breaks my heart to see him this way.",eng,1,Mon Apr 28 05:10:25 -0700 2014,118
f44110e00643705f6f4fa0501719c16b,85622,Tales of a Female Nomad: Living at Large in the World,48940,Rita Golden Gelman,2f070f5549d3cd88c15db978bc8b25c0,5,"Some countries written on her travelogue :  Mexico, Guatemala, Nicaragua, Israel, Galapagos Islands, Indonesia ( Bali, Yogjakarta, Borneo, Irian Jaya-the easternmost Indonesia) United States, Canada, Thailand.  The minute I read one page of this book, I was hooked!- I wanted to go on and on- If life were only to read! I might not want to put this aside until the last page.Truth to be told, I was attracted to read this book as Indonesia, my country was told there.One of her sayings written on her travelogue I can recall is that people love it when they hear about their countries.. Her writing about Indonesia arouse my curiosity.  There are of course a few other reasons why I decided to pick this book ; the first reason was because I put a great passion for traveling, meeting new people, tasting different kind of cuisines, and feeling the culture shocks. I love traveling, only that I often don't have time to travel, and often I think of the limited budget. I have lived in Indonesia since I was born. Let's say I have had a job since I was 23. That means I could have bunches of opportunities to explore my own country- but I can't at least not yet. Having read her book,which I prefer calling it as a travelogue really moves me. Not only does it tell about cultures, but also it tells how beautiful friendship is, how small the world actually is.  Her travelogue to some countries mentioned above is indeed so great experiences to read and probably to encounter that I felt like being drawn into her journeys, feeling what she feels. At times, she is capable of making me laugh because of what she had experienced in her journeys. For sure, tears welled up in my eyes when I read some of the tragedy happened in her journeys.I am not sure what I would do, how I would feel if I were in her positions dealing with some shocking events all by myself- no one helps me. All of sudden, you become a very self-sufficient person, because you have to  I remember a proverb \" When you are in Rome, do like the Romans do.\" In my opinion, Rita does apply this when she meets people coming from different cultural background in different parts of the world she traveled to. As a result, it is the acceptance that you get from the people in a new country you travel to- a country that doesn't share the same language. And acceptance leads to a feeling-like-a-family relationship. In long run, it is an ever lasting friendship you will get; your life will be rewarded by a bliss.  Long before I finished reading her book, I thought to myself about serendipity. It seems to me that her life is full of serendipity. It seems to me that people come to her rather than she comes to people; maybe this happens because she wants to know people and it shows the way she acts, speaks. Please allow me to call this as \"Laws of Attraction\", I might be wrong. Having finished reading her book, I browsed the internet to know more about her; her life, passions, and point of view. And I smiled when I noticed she wrote something about Serendipity. I wrote about this serendipity things sometime ago, but sorry it is for contacts only.  In her journeys, Rita has met a lot of people, dealing with some Zapotecs, kwashiorkor children, some backpackers, complicated bureaucracy's and so on and so forth.  To top it off,if you are into more than just traveling ( exploring beautiful places) then, this book is a must-read book. This book is awesome, and I dare put five stars for Rita as she is a great storyteller as well. Go grab it! and prove it. If you love people coming from different cultures, speaking totally different languages than you do- you really have to read this book.  As always when I review on something, let me introduce you to the three adjectives describe the book;  1.Awesome  2.Touching  3.Surprising  Happy Reading fellows !  Lu2Ar  To know more about Rita, go to her page with her magnetic articles there.",eng,0,Thu Jan 29 10:51:06 -0800 2009,702
a435f31511423cb5be3eec0099d3a48d,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1077326,J.K. Rowling,85293098fd35e4c5f406459191dfc20e,5,I cried tremendously with this being the last book in the series knowing that my immersion in this magical world was coming to an end. There's not much more to say other than thank you to J.K. Rowling for sharing Harry with us.,eng,0,Sat Jan 05 21:38:12 -0800 2013,43
ba2dca433518a48994fd8381680fa1fb,22557272,The Girl on the Train,1063732,Paula Hawkins,2c55431540a1d77217734bf959dc6291,4,"I read this to see what the hubbub was about. This book has a huge waiting list at my library. I went in cold, no reviews and no idea what it was about. It's very readable. Great storytelling trance. I pounded it out in less than two days and found myself regretting that I couldn't get back to it. It's a thriller and I normally do not read thrillers, and there were some times I wanted to reach into the book and smack some of the characters. Some of it is believable when you read it, but then when you think about it later you'd be hard pressed to rationalize some of the actions of the main character.  Great beach read. Highly recommended for someone who wants to be absorbed by a story.",eng,0,Thu Apr 16 06:28:50 -0700 2015,133
d93b54f724218d4abb0977efc9ebdaab,25814507,The House Between Tides,7707883,Sarah Maine,11d41620ecfe39a443292db8769d159a,3,"I kind of go a bit crazy when someone mentions a book with a crumbling old house, a desolate setting, secrets and a dual timeline. I love those kind of Gothic undertones through a book and as we're in the middle of winter, it's the perfect time to sit down under a blanket and devour it. I was really happy when I received this surprise book (yes, it doesn't take a lot to excite me) but external forces conspired against me to read this at the speed I wanted. The House Between Tides is a solid read and those who are fans of Kate Morton will particularly enjoy this tale set in the wilds of Scotland.  The story is told between two major timelines, that of Theo and Beatrice in the late 1880s and 1900s before shifting to Hetty in the present day. Theo marries Beatrice and they move to the rugged wilds of the Outer Hebrides for Theo to paint. It all sounds incredibly romantic until Beatrice starts to realise that Theo has some ideas that are rather...odd. Her new friendship with the Cameron family isn't that welcome. When Hetty arrives in the present day to the now overgrown, crumbling estate (can't you just picture it, all grey and spooky with a lone raven calling overhead?) she's introduced to the descendants of the family after being caught trying to break into her own inheritance. Very shortly after, she discovers there's a skeleton in one of the rooms, which kind of wrecks her plans to build a hotel on the island. But what's the mystery? Who is this mysterious person and what secrets of the past does it hide?  I must admit that I guessed the mystery fairly early on and did something I don't usually do - read the last chapter to confirm my suspicions. I probably shouldn't have though, because knowing that I was right took away a lot of the mystery. On reflection, I think I did it because the character of Hetty is rather dull. She lacks spark and is happy to be passive nearly all the time. I like my investigating heroines to be stronger, willing to buck a trend and ruffle a few feathers. I felt that Hetty just sailed through the whole thing without causing a ripple. I tended to skim few chapters a little bit more as I found the historical timeline of Beatrice and Theo much more engaging.  I always slowed down for the beautiful descriptions of the Hebrides - this is where Sarah Maine's writing truly excels, in the sense of atmosphere and putting the reader in no doubt about how moody and a little bit creepy the whole place is. The descriptions of Muirlan House were incredibly evocative, and I had shivers down my spine as Hetty entered the shell of the decrepit house for the first time.  While I liked this book, I felt that the parts involving Hetty were slow at times. However, it's a sound debut book and I'd be interested to see what Sarah Maine writes in the future.  Thank you to Allen & Unwin for the copy. My review is honest.  http://samstillreading.wordpress.com",eng,0,Sat Jul 16 20:27:50 -0700 2016,528
f82b11b04391acfc7a03fe411793dfdd,9796055,The White City (The Clockwork Dark #3),2739770,John Claude Bemis,2962b3189596f537bd9736079e3ae94a,3,"This is the only book in the series with an actual year: 1893, and location: the Chicago World's Fair.  The plot is nearly overwhelmed by the weighty influence of Rowling's: \"Deathly Hallows.\"  I was disappointed that Bemis did not address the assassination of President Garfield.",unknown,0,Tue Dec 15 12:40:17 -0800 2015,45
ad56658d32ee7364afaa33bb1185205b,15942636,"The Firebird (Slains, #2)",486812,Susanna Kearsley,8cc0c5d85581cadd130666d92a498241,1,"I rarely quit a book, but I abandoned this story in chapter 4..... Main characters who are psychics are not my cup of tea.",eng,0,Sun Jul 03 10:39:30 -0700 2016,24
7619e5ec230e113faa0e6f2a24b8c5aa,22557272,The Girl on the Train,1063732,Paula Hawkins,da9f2740e984b5169f0fd445b92b3557,4,"This novel was so compelling, I fell into it and remained totally absorbed in it. It is a classic thriller, but is original in its structure. The protagonist is the detective with a twist - she is a black-out drunk and so this leaves the reader with as many blanks as she has, and this was such a clever way to create suspense. The characters were fabulous and I loved that the three female characters were created without being cliched and stereotyped - each was strong, believable, relateable and individual. That is, until the end, which was rushed and seemed to mix all of the women in together, which I found disappointing. The ending isn't terrible, it is simply the lower point in a fantastic read. Highly recommend this one, not to be missed.",eng,0,Thu Feb 12 16:40:12 -0800 2015,134
d46e4f143daf8160bc4c7b6da578ede8,23989390,A Theft: My Con Man,13081,Hanif Kureishi,cdb5a1ab6dde55e3bf961dd9c5c797fb,4,"Never read anything by Kureishi, this is the first time I \"meet\" him and I'm impressed by how he managed to turn a personal disaster (being swindled by a half dishonest, half mentally troubled consultant) into a compelling novelette. He might have worked on it a bit more carefully, maybe turned it into a full-size novel, but what he's achieved in this short text is nonetheless something you can't stop reading once you've started. Impressive.",eng,1,Sat Nov 14 04:31:18 -0800 2015,75
286a8093f0b90832bfb7c037c566d56b,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",706255,Stieg Larsson,623596269ed8d52549c3d0fab4d6d400,4,"While I gave both the first and last book of the Millennium series 4 stars, and gave 5 to the second book, overall I would rate the Millennium series as 5 star. This was intense, captivating reading, beautifully drawn characters that remained true to who they were throughout all three books, and a fascinating, complicated plot.  I borrowed this series from a friend - - it is one of the few series that I plan on purchasing to keep in my library, even though I've read it.",en-us,0,Fri Sep 03 20:35:54 -0700 2010,87
9657c766680d4c62d39d12b025396410,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1077326,J.K. Rowling,55e178781723d45181f0db40a2e5a782,5,A great end to a singular series. Rowling is a genius.,eng,0,Sat Oct 25 19:30:37 -0700 2008,11
94ad418241fa796d67068346030cf0a4,8573632,"The Way We Fall (Fallen World, #1)",2839407,Megan Crewe,1c7674b5541b0de10e4a75e12178bdae,3,"The ending though... it concluded but didn't wrap everything up.  I enjoyed this book though, the setting in Canada was a nice change - although the exact location was never mentioned. It reminded me a lot of Blindnesswith a more modern perspective.",eng,0,Tue May 14 15:14:10 -0700 2013,42
cd93951476abd4c9ff7d3b4f5052b8d0,42432,God Emperor of Dune (Dune Chronicles #4),58,Frank Herbert,319f7d1ddc6a43ba0809a42356eb11a1,5,"The greatest science fiction book of all time. Rereading it as an adult has opened new dimensions on this work, and it left me awestruck a second time. The best book in the series, but the three leading up to it are essential.",eng,0,Mon Jan 21 17:28:04 -0800 2013,43
964c8aa229f8c0f52635c67f814fdfe7,16146466,"Take Me (The Untouchables, #1)",5049079,T.A. Grey,fd3194401d700361766d34dbc537a28f,1,"Main characters were sketchy at best, little or no action, inexplicable reactions. the only thoroughly described scenes were those of...almost sex, but that's not enough in a book",eng,0,Wed Feb 19 01:38:07 -0800 2014,28
dacf8a20e02616c9484ae68b3571cf09,13206828,"Cress (The Lunar Chronicles, #3)",4684322,Marissa Meyer,e325039e22185617d7c191fa2ef87a85,4,"Easily the best book in the series so far, Cress grabs you from the first page. The story of cyborg Cinder and Scarlet is only enhanced by Cress (Rapunzel, obviously), a lonely, brilliant, imaginative girl trapped for years on a satellite. The crew gets separated, and Cress is thrown in with Captain Thorne in the Sahara Desert. And if I loved Thorne in Scarlet, he only becomes better in Cress. OMG! My new fictional crush. He's Finnick O'Dair, Han Solo, and Dean Winchester rolled into one. There are also some truly heartbreaking moments toward the end. The storytelling is excellent, and it is nicely set up for the conclusion in Winter. Looking forward to it.",eng,1,Thu Oct 09 13:39:46 -0700 2014,115
35ad916be95a217cb8866f0b49e0c159,13206828,"Cress (The Lunar Chronicles, #3)",4684322,Marissa Meyer,7f7b3390a696ee001888881ec0c25f79,5,"Cress, this book is action packaged. They are literally going all over the world in this book. Cress is Rapunzel, we got to meet her briefly in Cinder and I was waiting for them to communicate with each other again. So I was glad we got to learn more about her. Cause Cress is badass! This book was lovely, very insightful and the war had really begun. In this book, they had to train and recruit help, find the cure for the sickness that was plaguing humans and try to sabotage Queen Levana's plan. I love this book. I mean it was gloomy, cause a lot of separation occurred in this book and it was the start of the acquiring of life altering battle scars. I love how much Iko is included in this book and the next book, I know I've not spoken about Iko yet, but I will.  Read full review on The Book Heathen",eng,2,Sat Aug 20 14:41:39 -0700 2016,157
fd6857cc116910283fc7cea4d2166f92,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1077326,J.K. Rowling,430c9eb2369616e66962ca59cd7ae3a1,5,HEART BREAKER.,eng,0,Wed Jun 25 11:55:23 -0700 2014,2
2712506ba2d35659ede3a7323eb0e88b,15984353,"Captain Marvel, Volume 1: In Pursuit of Flight",16587,Kelly Sue DeConnick,f8019b36ddc20e8062a4260851a1efe0,4,"Four stars for story, but I'm not thrilled with the art. Carol Danvers, the former Ms. Marvel steps up to take the name of Captain Marvel (going into why that's significant would take too much space) and gets pulled into a time-space adventure involving a team of female WW II adventurers, a veteran woman pilot and Carol's own origin. A very good kickoff, though I do wonder why the WW II characters seem so oblivious to the existence of super-heroes (you'd think Carol was unique, but there were a lot of them around back then).",eng,0,Thu May 22 02:42:51 -0700 2014,95
da4b22dd580157e01a5f033dbad52e19,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",706255,Stieg Larsson,965fcf6ad0dfbd3db9e97e369d8a8bea,5,"You can easily see why this series is a phenomenon. It hs an unforgettable lead character, and carefully crafted suspense throughout. This one, however, did seem to bog down among the countless minor characters, all of whom had similar Swedish names. It was a bit of a chore to keep them all straight.",en-us,0,Thu Jun 03 16:00:24 -0700 2010,53
788b89171c3de80711c481d458c0ab73,7747064,"The Iron Daughter (The Iron Fey, #2)",2995873,Julie Kagawa,b14e1e15118041b2ab8437a2f7a28d67,3,"This one was actually closer to a 3.5 for me; I enjoyed it more than the first entry in the series for sure. It still was somewhat predictable, but I was more drawn in to the story and enjoyed some of the new side characters.",eng,1,Tue Mar 03 06:09:25 -0800 2015,45
